index,id,name,date,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure
44133,AL142005,MARIA,2005-09-04 00:00:00,26.5,-54.6,60,990
44134,AL142005,MARIA,2005-09-04 06:00:00,27.5,-55.1,65,987
44135,AL142005,MARIA,2005-09-04 12:00:00,28.6,-55.5,65,987
44136,AL142005,MARIA,2005-09-04 18:00:00,29.6,-56,75,980
44137,AL142005,MARIA,2005-09-05 00:00:00,30.2,-56.5,75,980
44138,AL142005,MARIA,2005-09-05 06:00:00,30.9,-56.8,80,977
44139,AL142005,MARIA,2005-09-05 12:00:00,31.5,-56.8,85,975
44140,AL142005,MARIA,2005-09-05 18:00:00,32.1,-56.7,90,970
44141,AL142005,MARIA,2005-09-06 00:00:00,32.6,-56.6,100,962
44142,AL142005,MARIA,2005-09-06 06:00:00,33,-56.5,90,970
44143,AL142005,MARIA,2005-09-06 12:00:00,33.5,-56,80,975
44144,AL142005,MARIA,2005-09-06 18:00:00,33.9,-55.4,75,980
44145,AL142005,MARIA,2005-09-07 00:00:00,34.4,-54.6,65,987
44146,AL142005,MARIA,2005-09-07 06:00:00,34.8,-53.3,70,983
44147,AL142005,MARIA,2005-09-07 12:00:00,35.6,-51.8,75,980
44148,AL142005,MARIA,2005-09-07 18:00:00,36.5,-50.8,75,980
44149,AL142005,MARIA,2005-09-08 00:00:00,37.2,-49.9,70,982
44150,AL142005,MARIA,2005-09-08 06:00:00,37.9,-49,65,985
44151,AL142005,MARIA,2005-09-08 12:00:00,38.7,-48,65,985
44152,AL142005,MARIA,2005-09-08 18:00:00,39.1,-47.2,65,985
44153,AL142005,MARIA,2005-09-09 00:00:00,39.4,-46.4,60,987
44154,AL142005,MARIA,2005-09-09 06:00:00,39.8,-44.9,55,987
44155,AL142005,MARIA,2005-09-09 12:00:00,40.4,-43.4,55,988
44156,AL142005,MARIA,2005-09-09 18:00:00,41.1,-42.1,50,988
44157,AL142005,MARIA,2005-09-10 00:00:00,41.9,-40.6,50,988
44158,AL142005,MARIA,2005-09-10 06:00:00,42.9,-39.2,50,988
44159,AL142005,MARIA,2005-09-10 12:00:00,44.5,-37.7,50,980
44160,AL142005,MARIA,2005-09-10 18:00:00,46,-36.3,55,975
44161,AL142005,MARIA,2005-09-11 00:00:00,48,-35,60,975
44162,AL142005,MARIA,2005-09-11 06:00:00,50,-34,60,974
44163,AL142005,MARIA,2005-09-11 12:00:00,52,-32.9,65,971
44164,AL142005,MARIA,2005-09-11 18:00:00,54,-32,65,968
44165,AL142005,MARIA,2005-09-12 00:00:00,55.5,-31,65,962
44166,AL142005,MARIA,2005-09-12 06:00:00,57,-29,65,967
44167,AL142005,MARIA,2005-09-12 12:00:00,58.5,-26,65,970
44168,AL142005,MARIA,2005-09-12 18:00:00,61,-23,60,972
44169,AL142005,MARIA,2005-09-13 00:00:00,62,-21,55,974
44170,AL142005,MARIA,2005-09-13 06:00:00,62.9,-19,50,976
44171,AL142005,MARIA,2005-09-13 12:00:00,63.5,-16,45,980
44172,AL142005,MARIA,2005-09-13 18:00:00,63,-10,45,983
44173,AL142005,MARIA,2005-09-14 00:00:00,63,0,45,984
44174,AL152005,NATE,2005-09-05 18:00:00,28.4,-67,30,1008
44175,AL152005,NATE,2005-09-06 00:00:00,28.4,-66.6,35,1005
44176,AL152005,NATE,2005-09-06 06:00:00,28.5,-66.5,40,1002
44177,AL152005,NATE,2005-09-06 12:00:00,28.5,-66.5,50,1000
44178,AL152005,NATE,2005-09-06 18:00:00,28.6,-66.4,50,997
44179,AL152005,NATE,2005-09-07 00:00:00,28.7,-66.3,55,994
44180,AL152005,NATE,2005-09-07 06:00:00,28.7,-66.3,60,990
44181,AL152005,NATE,2005-09-07 12:00:00,28.9,-66.2,65,987
44182,AL152005,NATE,2005-09-07 18:00:00,29.3,-66,70,985
44183,AL152005,NATE,2005-09-08 00:00:00,29.6,-65.7,75,984
44184,AL152005,NATE,2005-09-08 06:00:00,30,-65,75,982
44185,AL152005,NATE,2005-09-08 12:00:00,30.5,-63.8,75,982
44186,AL152005,NATE,2005-09-08 18:00:00,31.4,-62.7,75,982
44187,AL152005,NATE,2005-09-09 00:00:00,32.6,-61.1,80,979
44188,AL152005,NATE,2005-09-09 06:00:00,33.4,-59.1,70,985
44189,AL152005,NATE,2005-09-09 12:00:00,34,-55.8,65,986
44190,AL152005,NATE,2005-09-09 18:00:00,34.5,-53.4,55,991
44191,AL152005,NATE,2005-09-10 00:00:00,34.7,-50.8,55,997
44192,AL152005,NATE,2005-09-10 06:00:00,34.6,-49,45,997
44193,AL152005,NATE,2005-09-10 12:00:00,34.5,-45.9,45,997
44194,AL152005,NATE,2005-09-10 18:00:00,34.9,-44.1,45,997
44195,AL152005,NATE,2005-09-11 00:00:00,35.2,-42.1,40,999
44196,AL152005,NATE,2005-09-11 06:00:00,36,-40.6,40,1000
44197,AL152005,NATE,2005-09-11 12:00:00,37.4,-38.3,40,1001
44198,AL152005,NATE,2005-09-11 18:00:00,39.2,-35.6,40,1001
44199,AL152005,NATE,2005-09-12 00:00:00,41.6,-33.3,40,1002
44200,AL152005,NATE,2005-09-12 06:00:00,43.5,-32,35,1002
44201,AL152005,NATE,2005-09-12 12:00:00,44,-28.1,35,1003
44202,AL152005,NATE,2005-09-12 18:00:00,46,-25,35,1003
44203,AL162005,OPHELIA,2005-09-06 06:00:00,25.8,-78.6,25,1009
44204,AL162005,OPHELIA,2005-09-06 12:00:00,26.3,-78.3,25,1010
44205,AL162005,OPHELIA,2005-09-06 16:00:00,26.6,-78.3,25,1010
44206,AL162005,OPHELIA,2005-09-06 18:00:00,26.8,-78.3,25,1010
44207,AL162005,OPHELIA,2005-09-07 00:00:00,27.4,-78.5,30,1006
44208,AL162005,OPHELIA,2005-09-07 06:00:00,27.9,-78.8,35,1003
44209,AL162005,OPHELIA,2005-09-07 12:00:00,28.7,-79.2,40,1000
44210,AL162005,OPHELIA,2005-09-07 18:00:00,28.8,-79.3,45,997
44211,AL162005,OPHELIA,2005-09-08 00:00:00,28.8,-79.3,45,994
44212,AL162005,OPHELIA,2005-09-08 06:00:00,28.7,-79.6,50,994
44213,AL162005,OPHELIA,2005-09-08 12:00:00,28.6,-79.6,55,988
44214,AL162005,OPHELIA,2005-09-08 18:00:00,28.6,-79.5,60,988
44215,AL162005,OPHELIA,2005-09-09 00:00:00,28.6,-79.3,65,990
44216,AL162005,OPHELIA,2005-09-09 06:00:00,28.9,-79.3,55,990
44217,AL162005,OPHELIA,2005-09-09 12:00:00,29.3,-79.1,55,983
44218,AL162005,OPHELIA,2005-09-09 18:00:00,29.8,-78.5,65,983
44219,AL162005,OPHELIA,2005-09-10 00:00:00,30.2,-77.5,60,983
44220,AL162005,OPHELIA,2005-09-10 06:00:00,30.9,-76.9,60,984
44221,AL162005,OPHELIA,2005-09-10 12:00:00,31.5,-76.6,65,976
44222,AL162005,OPHELIA,2005-09-10 18:00:00,31.7,-76.2,70,977
44223,AL162005,OPHELIA,2005-09-11 00:00:00,31.8,-75.9,70,977
44224,AL162005,OPHELIA,2005-09-11 06:00:00,31.7,-75.9,75,978
44225,AL162005,OPHELIA,2005-09-11 12:00:00,31.6,-75.7,70,978
44226,AL162005,OPHELIA,2005-09-11 18:00:00,31.4,-75.9,65,978
44227,AL162005,OPHELIA,2005-09-12 00:00:00,31.2,-76.2,60,980
44228,AL162005,OPHELIA,2005-09-12 06:00:00,31.2,-76.6,60,985
44229,AL162005,OPHELIA,2005-09-12 12:00:00,31.5,-76.9,55,988
44230,AL162005,OPHELIA,2005-09-12 18:00:00,31.7,-77.3,60,989
44231,AL162005,OPHELIA,2005-09-13 00:00:00,31.8,-77.7,60,989
44232,AL162005,OPHELIA,2005-09-13 06:00:00,31.9,-77.9,60,990
44233,AL162005,OPHELIA,2005-09-13 12:00:00,32.1,-78,60,989
44234,AL162005,OPHELIA,2005-09-13 18:00:00,32.3,-78.1,60,988
44235,AL162005,OPHELIA,2005-09-14 00:00:00,32.6,-78.1,65,985
44236,AL162005,OPHELIA,2005-09-14 06:00:00,32.9,-78,70,980
44237,AL162005,OPHELIA,2005-09-14 12:00:00,33.4,-77.7,75,980
44238,AL162005,OPHELIA,2005-09-14 18:00:00,33.9,-77.5,75,979
44239,AL162005,OPHELIA,2005-09-15 00:00:00,34.2,-76.9,75,979
44240,AL162005,OPHELIA,2005-09-15 06:00:00,34.5,-76.3,70,982
44241,AL162005,OPHELIA,2005-09-15 12:00:00,34.7,-75.8,65,984
44242,AL162005,OPHELIA,2005-09-15 18:00:00,34.7,-75.6,65,986
44243,AL162005,OPHELIA,2005-09-16 00:00:00,34.6,-75.1,60,987
44244,AL162005,OPHELIA,2005-09-16 06:00:00,34.7,-74.8,55,993
44245,AL162005,OPHELIA,2005-09-16 12:00:00,35.4,-74.4,50,995
44246,AL162005,OPHELIA,2005-09-16 18:00:00,36.4,-73.6,55,993
44247,AL162005,OPHELIA,2005-09-17 00:00:00,37.3,-72.7,55,995
44248,AL162005,OPHELIA,2005-09-17 06:00:00,38.7,-71.4,50,1000
44249,AL162005,OPHELIA,2005-09-17 12:00:00,40,-69.7,50,997
44250,AL162005,OPHELIA,2005-09-17 18:00:00,41.6,-67.3,50,995
44251,AL162005,OPHELIA,2005-09-18 00:00:00,43.2,-64.9,45,996
44252,AL162005,OPHELIA,2005-09-18 06:00:00,44.8,-62.6,45,1000
44253,AL162005,OPHELIA,2005-09-18 12:00:00,46.2,-59.9,45,1000
44254,AL162005,OPHELIA,2005-09-18 18:00:00,47.4,-56.2,45,999
44255,AL162005,OPHELIA,2005-09-19 00:00:00,48.4,-52.3,45,1000
44256,AL162005,OPHELIA,2005-09-19 06:00:00,49,-48.8,45,1001
44257,AL162005,OPHELIA,2005-09-19 12:00:00,49.5,-45.7,45,1000
44258,AL162005,OPHELIA,2005-09-19 18:00:00,50,-42.1,45,999
44259,AL162005,OPHELIA,2005-09-20 00:00:00,50.9,-38.5,45,998
44260,AL162005,OPHELIA,2005-09-20 06:00:00,51.5,-34.7,40,1000
44261,AL162005,OPHELIA,2005-09-20 12:00:00,52.2,-30.5,40,1003
44262,AL162005,OPHELIA,2005-09-20 18:00:00,52.8,-26.5,40,1001
44263,AL162005,OPHELIA,2005-09-21 00:00:00,53.8,-22,40,998
44264,AL162005,OPHELIA,2005-09-21 06:00:00,55.3,-17.7,35,998
44265,AL162005,OPHELIA,2005-09-21 12:00:00,57.6,-14.6,35,998
44266,AL162005,OPHELIA,2005-09-21 18:00:00,59.8,-11.9,35,996
44267,AL162005,OPHELIA,2005-09-22 00:00:00,61.7,-8.4,35,993
44268,AL162005,OPHELIA,2005-09-22 06:00:00,63.6,-4.5,35,993
44269,AL162005,OPHELIA,2005-09-22 12:00:00,65.6,-1,35,994
44270,AL162005,OPHELIA,2005-09-22 18:00:00,67.5,1.9,30,995
44271,AL162005,OPHELIA,2005-09-23 00:00:00,68.8,6.6,30,997
44272,AL172005,PHILIPPE,2005-09-17 12:00:00,13.3,-54.5,30,1008
44273,AL172005,PHILIPPE,2005-09-17 18:00:00,13.5,-54.9,35,1007
44274,AL172005,PHILIPPE,2005-09-18 00:00:00,13.9,-55.1,40,1003
44275,AL172005,PHILIPPE,2005-09-18 06:00:00,14.4,-55.3,45,1000
44276,AL172005,PHILIPPE,2005-09-18 12:00:00,14.9,-55.5,50,996
44277,AL172005,PHILIPPE,2005-09-18 18:00:00,15.6,-55.7,55,993
44278,AL172005,PHILIPPE,2005-09-19 00:00:00,16.2,-55.8,65,987
44279,AL172005,PHILIPPE,2005-09-19 06:00:00,16.7,-55.9,65,987
44280,AL172005,PHILIPPE,2005-09-19 12:00:00,17.2,-56.2,65,987
44281,AL172005,PHILIPPE,2005-09-19 18:00:00,17.5,-56.4,65,987
44282,AL172005,PHILIPPE,2005-09-20 00:00:00,17.7,-56.6,70,985
44283,AL172005,PHILIPPE,2005-09-20 06:00:00,17.9,-56.8,65,987
44284,AL172005,PHILIPPE,2005-09-20 12:00:00,18.1,-57,60,990
44285,AL172005,PHILIPPE,2005-09-20 18:00:00,18.5,-57.2,55,992
44286,AL172005,PHILIPPE,2005-09-21 00:00:00,18.9,-57.2,55,994
44287,AL172005,PHILIPPE,2005-09-21 06:00:00,19.4,-57.1,50,997
44288,AL172005,PHILIPPE,2005-09-21 12:00:00,19.9,-57,45,1000
44289,AL172005,PHILIPPE,2005-09-21 18:00:00,20.8,-56.9,40,1001
44290,AL172005,PHILIPPE,2005-09-22 00:00:00,22.4,-56.7,35,1002
44291,AL172005,PHILIPPE,2005-09-22 06:00:00,23.8,-56.8,35,1003
44292,AL172005,PHILIPPE,2005-09-22 12:00:00,25.2,-57.2,35,1003
44293,AL172005,PHILIPPE,2005-09-22 18:00:00,26.7,-57.6,35,1003
44294,AL172005,PHILIPPE,2005-09-23 00:00:00,28.3,-58.2,35,1003
44295,AL172005,PHILIPPE,2005-09-23 06:00:00,30.2,-60.1,35,1003
44296,AL172005,PHILIPPE,2005-09-23 12:00:00,30.5,-62.2,30,1003
44297,AL172005,PHILIPPE,2005-09-23 18:00:00,30.2,-63.7,30,1003
44298,AL172005,PHILIPPE,2005-09-24 00:00:00,29.2,-63.8,30,1003
44299,AL172005,PHILIPPE,2005-09-24 06:00:00,28.6,-62.8,25,1004
44300,AL182005,RITA,2005-09-18 00:00:00,21.3,-69.9,25,1009
44301,AL182005,RITA,2005-09-18 06:00:00,21.6,-70.7,25,1009
44302,AL182005,RITA,2005-09-18 12:00:00,21.9,-71.5,30,1007
44303,AL182005,RITA,2005-09-18 18:00:00,22.2,-72.3,35,1005
44304,AL182005,RITA,2005-09-19 00:00:00,22.4,-73,45,1002
44305,AL182005,RITA,2005-09-19 06:00:00,22.6,-73.8,50,999
44306,AL182005,RITA,2005-09-19 12:00:00,22.8,-74.7,55,997
44307,AL182005,RITA,2005-09-19 18:00:00,23.1,-75.9,60,994
44308,AL182005,RITA,2005-09-20 00:00:00,23.3,-77.2,60,992
44309,AL182005,RITA,2005-09-20 06:00:00,23.5,-78.8,60,990
44310,AL182005,RITA,2005-09-20 12:00:00,23.7,-80.3,70,985
44311,AL182005,RITA,2005-09-20 18:00:00,23.9,-81.6,85,975
44312,AL182005,RITA,2005-09-21 00:00:00,24.1,-82.7,95,967
44313,AL182005,RITA,2005-09-21 06:00:00,24.2,-84,110,955
44314,AL182005,RITA,2005-09-21 12:00:00,24.2,-85.2,120,941
44315,AL182005,RITA,2005-09-21 18:00:00,24.3,-86.2,145,920
44316,AL182005,RITA,2005-09-22 00:00:00,24.5,-86.9,150,897
44317,AL182005,RITA,2005-09-22 03:00:00,24.7,-87.3,155,895
44318,AL182005,RITA,2005-09-22 06:00:00,24.8,-87.6,155,897
44319,AL182005,RITA,2005-09-22 12:00:00,25.2,-88.3,140,908
44320,AL182005,RITA,2005-09-22 18:00:00,25.6,-89.1,125,913
44321,AL182005,RITA,2005-09-23 00:00:00,26,-89.9,120,915
44322,AL182005,RITA,2005-09-23 06:00:00,26.5,-90.7,115,924
44323,AL182005,RITA,2005-09-23 12:00:00,27.1,-91.5,115,927
44324,AL182005,RITA,2005-09-23 18:00:00,27.8,-92.3,110,930
44325,AL182005,RITA,2005-09-24 00:00:00,28.6,-93,105,931
44326,AL182005,RITA,2005-09-24 06:00:00,29.4,-93.6,100,935
44327,AL182005,RITA,2005-09-24 07:40:00,29.7,-93.7,100,937
44328,AL182005,RITA,2005-09-24 12:00:00,30.5,-94.1,65,949
44329,AL182005,RITA,2005-09-24 18:00:00,31.6,-94.1,45,974
44330,AL182005,RITA,2005-09-25 00:00:00,32.7,-94,35,982
44331,AL182005,RITA,2005-09-25 06:00:00,33.7,-93.6,30,989
44332,AL182005,RITA,2005-09-25 12:00:00,34.7,-92.5,25,995
44333,AL182005,RITA,2005-09-25 18:00:00,35.8,-91.4,25,1000
44334,AL182005,RITA,2005-09-26 00:00:00,37,-90.1,20,1003
44335,AL182005,RITA,2005-09-26 06:00:00,39.5,-88,20,1006
44336,AL192005,NINETEEN,2005-09-30 12:00:00,11.8,-32.7,25,1009
44337,AL192005,NINETEEN,2005-09-30 18:00:00,12.2,-33,30,1007
44338,AL192005,NINETEEN,2005-10-01 00:00:00,12.7,-33.3,30,1006
44339,AL192005,NINETEEN,2005-10-01 06:00:00,13.3,-33.5,30,1008
44340,AL192005,NINETEEN,2005-10-01 12:00:00,13.8,-33.7,30,1008
44341,AL192005,NINETEEN,2005-10-01 18:00:00,14.4,-33.9,30,1008
44342,AL192005,NINETEEN,2005-10-02 00:00:00,15,-33.8,30,1008
44343,AL192005,NINETEEN,2005-10-02 06:00:00,15.7,-34.3,25,1008
44344,AL192005,NINETEEN,2005-10-02 12:00:00,16.6,-35.3,25,1009
44345,AL202005,STAN,2005-10-01 12:00:00,18.9,-85.6,25,1007
44346,AL202005,STAN,2005-10-01 18:00:00,19.1,-86.2,30,1005
44347,AL202005,STAN,2005-10-02 00:00:00,19.3,-86.7,30,1004
44348,AL202005,STAN,2005-10-02 06:00:00,19.5,-87.2,40,1003
44349,AL202005,STAN,2005-10-02 10:00:00,19.6,-87.5,35,1003
44350,AL202005,STAN,2005-10-02 12:00:00,19.8,-87.9,35,1003
44351,AL202005,STAN,2005-10-02 18:00:00,20.3,-88.8,35,1004
44352,AL202005,STAN,2005-10-03 00:00:00,20.5,-89.8,30,1003
44353,AL202005,STAN,2005-10-03 06:00:00,20.5,-91,35,1003
44354,AL202005,STAN,2005-10-03 12:00:00,20.3,-91.7,40,1000
44355,AL202005,STAN,2005-10-03 18:00:00,20.1,-92.2,50,997
44356,AL202005,STAN,2005-10-04 00:00:00,19.8,-93.2,55,990
44357,AL202005,STAN,2005-10-04 06:00:00,19.2,-94.1,65,987
44358,AL202005,STAN,2005-10-04 12:00:00,18.6,-94.9,70,977
44359,AL202005,STAN,2005-10-04 18:00:00,17.9,-95.6,45,988
44360,AL202005,STAN,2005-10-05 00:00:00,17.2,-96.4,30,1000
44361,AL202005,STAN,2005-10-05 06:00:00,16.9,-97,25,1004
44362,AL212005,UNNAMED,2005-10-04 00:00:00,33.8,-31.8,30,1012
44363,AL212005,UNNAMED,2005-10-04 06:00:00,34.8,-30.2,30,1009
44364,AL212005,UNNAMED,2005-10-04 12:00:00,35.9,-28.5,35,1004
44365,AL212005,UNNAMED,2005-10-04 18:00:00,37.1,-26.7,45,997
44366,AL212005,UNNAMED,2005-10-05 00:00:00,38.8,-25,45,997
44367,AL212005,UNNAMED,2005-10-05 06:00:00,41,-23.3,40,1000
44368,AL212005,UNNAMED,2005-10-05 12:00:00,43.6,-23,40,1002
44369,AL222005,TAMMY,2005-10-05 06:00:00,27.3,-79.7,35,1006
44370,AL222005,TAMMY,2005-10-05 12:00:00,28.3,-80.2,40,1004
44371,AL222005,TAMMY,2005-10-05 18:00:00,29.5,-80.9,45,1001
44372,AL222005,TAMMY,2005-10-05 23:00:00,30.4,-81.4,45,1002
44373,AL222005,TAMMY,2005-10-06 00:00:00,30.5,-81.6,45,1002
44374,AL222005,TAMMY,2005-10-06 06:00:00,31.3,-82.8,35,1005
44375,AL222005,TAMMY,2005-10-06 12:00:00,31.8,-84.6,25,1005
44376,AL222005,TAMMY,2005-10-06 18:00:00,31.2,-85.8,15,1006
44377,AL222005,TAMMY,2005-10-07 00:00:00,30.3,-85.6,10,1005
44378,AL232005,TWENTY-TWO,2005-10-08 06:00:00,26.1,-57.4,30,1009
44379,AL232005,TWENTY-TWO,2005-10-08 12:00:00,27.7,-58.5,30,1008
44380,AL232005,TWENTY-TWO,2005-10-08 18:00:00,28.8,-60.1,30,1009
44381,AL232005,TWENTY-TWO,2005-10-09 00:00:00,29.3,-62,25,1009
44382,AL232005,TWENTY-TWO,2005-10-09 06:00:00,29.3,-63.3,25,1009
44383,AL232005,TWENTY-TWO,2005-10-09 12:00:00,29.5,-64.5,25,1009
44384,AL232005,TWENTY-TWO,2005-10-09 18:00:00,30,-65.2,25,1009
44385,AL232005,TWENTY-TWO,2005-10-10 00:00:00,30.7,-66,25,1009
44386,AL232005,TWENTY-TWO,2005-10-10 06:00:00,31.6,-67.5,25,1009
44387,AL232005,TWENTY-TWO,2005-10-10 12:00:00,32.5,-68.9,30,1009
44388,AL232005,TWENTY-TWO,2005-10-10 18:00:00,33.5,-70,30,1008
44389,AL232005,TWENTY-TWO,2005-10-11 00:00:00,34.3,-71,30,1008
44390,AL232005,TWENTY-TWO,2005-10-11 06:00:00,35.5,-71.7,30,1008
44391,AL232005,TWENTY-TWO,2005-10-11 12:00:00,36.7,-71.8,30,1008
44392,AL232005,TWENTY-TWO,2005-10-11 18:00:00,37.8,-71.7,30,1008
44393,AL232005,TWENTY-TWO,2005-10-12 00:00:00,38.5,-71.9,30,1009
44394,AL232005,TWENTY-TWO,2005-10-12 06:00:00,38.8,-72.4,30,1010
44395,AL232005,TWENTY-TWO,2005-10-12 12:00:00,38.9,-73,35,1011
44396,AL232005,TWENTY-TWO,2005-10-12 18:00:00,38.7,-73.5,40,1011
44397,AL232005,TWENTY-TWO,2005-10-13 00:00:00,38.3,-73.5,40,1010
44398,AL232005,TWENTY-TWO,2005-10-13 06:00:00,37.7,-73.5,40,1010
44399,AL232005,TWENTY-TWO,2005-10-13 12:00:00,37.2,-73,40,1008
44400,AL232005,TWENTY-TWO,2005-10-13 18:00:00,37.8,-73,40,1006
44401,AL232005,TWENTY-TWO,2005-10-14 00:00:00,38,-73.4,40,1006
44402,AL232005,TWENTY-TWO,2005-10-14 06:00:00,37.6,-73.8,40,1005
44403,AL232005,TWENTY-TWO,2005-10-14 12:00:00,38.6,-73.8,35,1005
44404,AL232005,TWENTY-TWO,2005-10-14 18:00:00,39.6,-73.8,30,1005
44405,AL242005,VINCE,2005-10-08 06:00:00,32.9,-20.6,40,1001
44406,AL242005,VINCE,2005-10-08 12:00:00,33,-20.3,45,1000
44407,AL242005,VINCE,2005-10-08 18:00:00,33.1,-20.1,45,1000
44408,AL242005,VINCE,2005-10-09 00:00:00,33.2,-20,45,999
44409,AL242005,VINCE,2005-10-09 06:00:00,33.4,-19.6,50,998
44410,AL242005,VINCE,2005-10-09 12:00:00,33.8,-19.3,55,995
44411,AL242005,VINCE,2005-10-09 18:00:00,34.1,-18.9,65,988
44412,AL242005,VINCE,2005-10-10 00:00:00,34.3,-18.3,60,990
44413,AL242005,VINCE,2005-10-10 06:00:00,34.5,-17.2,50,992
44414,AL242005,VINCE,2005-10-10 12:00:00,34.7,-15.3,45,995
44415,AL242005,VINCE,2005-10-10 18:00:00,35.4,-12.8,35,998
44416,AL242005,VINCE,2005-10-11 00:00:00,36.1,-10.5,30,1000
44417,AL242005,VINCE,2005-10-11 06:00:00,36.7,-8.3,30,1002
44418,AL242005,VINCE,2005-10-11 09:00:00,37.2,-7.1,30,1002
44419,AL242005,VINCE,2005-10-11 12:00:00,37.7,-6,30,1003
44420,AL252005,WILMA,2005-10-15 18:00:00,17.6,-78.5,25,1004
44421,AL252005,WILMA,2005-10-16 00:00:00,17.6,-78.8,25,1004
44422,AL252005,WILMA,2005-10-16 06:00:00,17.5,-79,30,1003
44423,AL252005,WILMA,2005-10-16 12:00:00,17.5,-79.2,30,1003
44424,AL252005,WILMA,2005-10-16 18:00:00,17.5,-79.4,30,1002
44425,AL252005,WILMA,2005-10-17 00:00:00,17.4,-79.6,30,1001
44426,AL252005,WILMA,2005-10-17 06:00:00,16.9,-79.6,35,1000
44427,AL252005,WILMA,2005-10-17 12:00:00,16.3,-79.7,40,999
44428,AL252005,WILMA,2005-10-17 18:00:00,16,-79.8,45,997
44429,AL252005,WILMA,2005-10-18 00:00:00,15.8,-79.9,55,988
44430,AL252005,WILMA,2005-10-18 06:00:00,15.7,-79.9,60,982
44431,AL252005,WILMA,2005-10-18 12:00:00,16.2,-80.3,65,979
44432,AL252005,WILMA,2005-10-18 18:00:00,16.6,-81.1,75,975
44433,AL252005,WILMA,2005-10-19 00:00:00,16.6,-81.8,130,946
44434,AL252005,WILMA,2005-10-19 06:00:00,17,-82.2,150,892
44435,AL252005,WILMA,2005-10-19 12:00:00,17.3,-82.8,160,882
44436,AL252005,WILMA,2005-10-19 18:00:00,17.4,-83.4,140,892
44437,AL252005,WILMA,2005-10-20 00:00:00,17.9,-84,135,892
44438,AL252005,WILMA,2005-10-20 06:00:00,18.1,-84.7,130,901
44439,AL252005,WILMA,2005-10-20 12:00:00,18.3,-85.2,130,910
44440,AL252005,WILMA,2005-10-20 18:00:00,18.6,-85.5,130,917
44441,AL252005,WILMA,2005-10-21 00:00:00,19.1,-85.8,130,924
44442,AL252005,WILMA,2005-10-21 06:00:00,19.5,-86.1,130,930
44443,AL252005,WILMA,2005-10-21 12:00:00,20.1,-86.4,125,929
44444,AL252005,WILMA,2005-10-21 18:00:00,20.3,-86.7,120,926
44445,AL252005,WILMA,2005-10-21 21:45:00,20.6,-86.8,130,927
44446,AL252005,WILMA,2005-10-22 00:00:00,20.6,-86.8,120,930
44447,AL252005,WILMA,2005-10-22 03:30:00,20.8,-86.9,115,933
44448,AL252005,WILMA,2005-10-22 06:00:00,20.8,-87,110,935
44449,AL252005,WILMA,2005-10-22 12:00:00,21,-87.1,100,947
44450,AL252005,WILMA,2005-10-22 18:00:00,21.3,-87.1,85,958
44451,AL252005,WILMA,2005-10-23 00:00:00,21.6,-87,85,960
44452,AL252005,WILMA,2005-10-23 06:00:00,21.8,-86.8,85,962
44453,AL252005,WILMA,2005-10-23 12:00:00,22.4,-86.1,85,961
44454,AL252005,WILMA,2005-10-23 18:00:00,23.1,-85.4,90,963
44455,AL252005,WILMA,2005-10-24 00:00:00,24,-84.3,95,958
44456,AL252005,WILMA,2005-10-24 06:00:00,25,-83.1,110,953
44457,AL252005,WILMA,2005-10-24 10:30:00,25.9,-81.7,105,950
44458,AL252005,WILMA,2005-10-24 12:00:00,26.2,-81,95,950
44459,AL252005,WILMA,2005-10-24 18:00:00,28,-78.8,105,955
44460,AL252005,WILMA,2005-10-25 00:00:00,30.1,-76,110,955
44461,AL252005,WILMA,2005-10-25 06:00:00,33.3,-72,100,963
44462,AL252005,WILMA,2005-10-25 12:00:00,36.8,-67.9,90,970
44463,AL252005,WILMA,2005-10-25 18:00:00,40.5,-63.5,75,976
44464,AL252005,WILMA,2005-10-26 00:00:00,42.5,-60,60,978
44465,AL252005,WILMA,2005-10-26 06:00:00,44,-57.5,55,982
44466,AL252005,WILMA,2005-10-26 12:00:00,45,-55,50,986
44467,AL252005,WILMA,2005-10-26 18:00:00,45.5,-52,40,990
44468,AL262005,ALPHA,2005-10-22 12:00:00,15.8,-67.5,30,1007
44469,AL262005,ALPHA,2005-10-22 18:00:00,16.5,-68.5,35,1005
44470,AL262005,ALPHA,2005-10-23 00:00:00,17.3,-69.6,45,1000
44471,AL262005,ALPHA,2005-10-23 06:00:00,17.8,-70.5,45,998
44472,AL262005,ALPHA,2005-10-23 10:00:00,18.3,-71.3,45,1000
44473,AL262005,ALPHA,2005-10-23 12:00:00,18.6,-72.2,35,1002
44474,AL262005,ALPHA,2005-10-23 18:00:00,19.8,-72.7,30,1004
44475,AL262005,ALPHA,2005-10-24 00:00:00,21.6,-72.9,30,1004
44476,AL262005,ALPHA,2005-10-24 06:00:00,23.5,-73,30,1004
44477,AL262005,ALPHA,2005-10-24 12:00:00,25.1,-72.4,30,1004
44478,AL262005,ALPHA,2005-10-24 18:00:00,27.9,-70.8,30,1004
44479,AL272005,BETA,2005-10-26 18:00:00,10.4,-80.9,30,1007
44480,AL272005,BETA,2005-10-27 00:00:00,10.7,-81.1,30,1007
44481,AL272005,BETA,2005-10-27 06:00:00,11,-81.3,35,1005
44482,AL272005,BETA,2005-10-27 12:00:00,11.3,-81.3,45,1000
